Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2022.04.15 16:33
Tabular Output Report in Format: ,Comma

Building:,US+MF+CZ5B+elecres+crawlspace+IECC_2021
Environment:,ANNUAL ** Denver Centennial  Golden   Nr CO USA TMY3 WMO#=724666

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [GJ],Energy Per Total Building Area [MJ/m2],Energy Per Conditioned Building Area [MJ/m2]
,Total Site Energy,3.03,0.84,1.51
,Net Site Energy,3.03,0.84,1.51
,Total Source Energy,9.61,2.65,4.79
,Net Source Energy,9.61,2.65,4.79


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,3623.35
,Net Conditioned Building Area,2007.43
,Unconditioned Building Area,1615.91


End Uses

,,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating [GJ],Water [m3]
,Heating,1.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.54
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.54
Note: Electricity appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating [GJ],Water [m3]
,LIVING_UNIT2_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,0.000000,2.0000,0.000000,111.52,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT2_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,0.000000,2.0000,0.000000,111.52,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT1_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,0.000000,2.0000,0.000000,111.52,0.0000,1.0000,0.0000,1.000,0.0000


System Ventilation Parameters

,,People Outdoor Air Rate - Rp [m3/s-person],Sum of Zone Population - Pz-sum,Area Outdoor Air Rate - Ra [m3/s-m2],Sum of Zone Floor Area - Az-sum [m2],Breathing Zone Outdoor Airflow - Vbz [m3/s],Cooling Zone Outdoor Airflow - Voz-clg [m3/s],Heating Zone Outdoor Airflow - Voz-htg [m3/s]
,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,0.000000,2.00,0.000000,111.5242,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,0.000000,2.00,0.000000,111.5242,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,0.000000,2.00,0.000000,111.5242,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,0.000000,2.00,0.000000,111.5242,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,0.000000,2.00,0.000000,111.5242,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,0.000000,2.00,0.000000,111.5242,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,0.000000,2.00,0.000000,111.5242,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,0.000000,2.00,0.000000,111.5242,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,0.000000,2.00,0.000000,111.5242,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,0.000000,2.00,0.000000,111.5242,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,0.000000,2.00,0.000000,111.5242,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,0.000000,2.00,0.000000,111.5242,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,0.000000,2.00,0.000000,111.5242,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,0.000000,2.00,0.000000,111.5242,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,0.000000,2.00,0.000000,111.5242,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,0.000000,2.00,0.000000,111.5242,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,0.000000,2.00,0.000000,111.5242,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,0.000000,2.00,0.000000,111.5242,0.0000,0.0000,0.0000


Zone Ventilation Calculations for Cooling Design

,,AirLoop Name,Box Type,Zone Primary Airflow - Vpz [m3/s],Zone Discharge Airflow - Vdz [m3/s],Minimum Zone Primary Airflow - Vpz-min [m3/s],Is Vpz-min calculated using the Standard 62.1 Simplified Procedure?,Zone Outdoor Airflow Cooling - Voz-clg [m3/s],Primary Outdoor Air Fraction - Zpz,Primary Air Fraction - Ep,Secondary Recirculation Fraction- Er,Supply Air Fraction- Fa,Mixed Air Fraction - Fb,Outdoor Air Fraction - Fc,Zone Ventilation Efficiency - Evz
,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.2367,0.2367,0.2367,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1028,0.1028,0.1028,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1706,0.1706,0.1706,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.2298,0.2298,0.2298,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1025,0.1025,0.1025,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1648,0.1648,0.1648,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.2334,0.2334,0.2334,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1033,0.1033,0.1033,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1746,0.1746,0.1746,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.2265,0.2265,0.2265,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1020,0.1020,0.1020,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1676,0.1676,0.1676,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1677,0.1677,0.1677,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1743,0.1743,0.1743,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.2426,0.2426,0.2426,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1186,0.1186,0.1186,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1153,0.1153,0.1153,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.2417,0.2417,0.2417,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000


System Ventilation Calculations for Cooling Design

,,Sum of Zone Primary Airflow - Vpz-sum [m3/s],System Primary Airflow - Vps [m3/s],Sum of Zone Discharge Airflow - Vdz-sum [m3/s],Sum of Min Zone Primary Airflow - Vpz-min [m3/s],Zone Outdoor Airflow Cooling - Voz-clg [m3/s],Zone Ventilation Efficiency - Evz-min
,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,0.2367,0.2367,0.2367,0.2367,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,0.1028,0.1028,0.1028,0.1028,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,0.1706,0.1706,0.1706,0.1706,0.0000,1.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,0.2298,0.2298,0.2298,0.2298,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,0.1025,0.1025,0.1025,0.1025,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,0.1648,0.1648,0.1648,0.1648,0.0000,1.0000
,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,0.2334,0.2334,0.2334,0.2334,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,0.1033,0.1033,0.1033,0.1033,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,0.1746,0.1746,0.1746,0.1746,0.0000,1.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,0.2265,0.2265,0.2265,0.2265,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,0.1020,0.1020,0.1020,0.1020,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,0.1676,0.1676,0.1676,0.1676,0.0000,1.0000
,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,0.2426,0.2426,0.2426,0.2426,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,0.1153,0.1153,0.1153,0.1153,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,0.1743,0.1743,0.1743,0.1743,0.0000,1.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,0.2417,0.2417,0.2417,0.2417,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,0.1186,0.1186,0.1186,0.1186,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,0.1677,0.1677,0.1677,0.1677,0.0000,1.0000


Zone Ventilation Calculations for Heating Design

,,AirLoop Name,Box Type,Zone Primary Airflow - Vpz [m3/s],Zone Discharge Airflow - Vdz [m3/s],Minimum Zone Primary Airflow - Vpz-min [m3/s],Is Vpz-min calculated using the Standard 62.1 Simplified Procedure?,Zone Outdoor Airflow Heating - Voz-htg [m3/s],Primary Outdoor Air Fraction - Zpz,Primary Air Fraction - Ep,Secondary Recirculation Fraction- Er,Supply Air Fraction- Fa,Mixed Air Fraction - Fb,Outdoor Air Fraction - Fc,Zone Ventilation Efficiency - Evz
,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.2367,0.2367,0.2367,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1028,0.1028,0.1028,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1706,0.1706,0.1706,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.2298,0.2298,0.2298,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1025,0.1025,0.1025,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1648,0.1648,0.1648,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.2334,0.2334,0.2334,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1033,0.1033,0.1033,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1746,0.1746,0.1746,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.2265,0.2265,0.2265,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1020,0.1020,0.1020,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1676,0.1676,0.1676,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1677,0.1677,0.1677,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1743,0.1743,0.1743,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.2426,0.2426,0.2426,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1186,0.1186,0.1186,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.1153,0.1153,0.1153,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.2417,0.2417,0.2417,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000


System Ventilation Calculations for Heating Design

,,Sum of Zone Primary Airflow - Vpz-sum [m3/s],System Primary Airflow - Vps [m3/s],Sum of Zone Discharge Airflow - Vdz-sum [m3/s],Sum of Min Zone Primary Airflow - Vpz-min [m3/s],Zone Outdoor Airflow Heating - Voz-htg [m3/s],Zone Ventilation Efficiency - Evz-min
,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,0.2367,0.2367,0.2367,0.2367,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,0.1028,0.1028,0.1028,0.1028,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,0.1706,0.1706,0.1706,0.1706,0.0000,1.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,0.2298,0.2298,0.2298,0.2298,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,0.1025,0.1025,0.1025,0.1025,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,0.1648,0.1648,0.1648,0.1648,0.0000,1.0000
,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,0.2334,0.2334,0.2334,0.2334,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,0.1033,0.1033,0.1033,0.1033,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,0.1746,0.1746,0.1746,0.1746,0.0000,1.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,0.2265,0.2265,0.2265,0.2265,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,0.1020,0.1020,0.1020,0.1020,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,0.1676,0.1676,0.1676,0.1676,0.0000,1.0000
,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,0.2426,0.2426,0.2426,0.2426,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,0.1153,0.1153,0.1153,0.1153,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,0.1743,0.1743,0.1743,0.1743,0.0000,1.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,0.2417,0.2417,0.2417,0.2417,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,0.1186,0.1186,0.1186,0.1186,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,0.1677,0.1677,0.1677,0.1677,0.0000,1.0000


----------------------------------------------------------------------------------------------------
REPORT:,LEED Summary
FOR:,Entire Facility
Sec1.1A-General Information

,,Data
,Cooling Degree Days,1395
,Heating Degree Days,3338
,HDD and CDD data source,Weather File Stat
,Climate Zone,5B
,Weather File,ANNUAL ** Denver Centennial  Golden   Nr CO USA TMY3 WMO#=724666
,Total gross floor area [m2],3623.35
,Principal Heating Source,Electricity


EAp2-1. Space Usage Type

,,Space Area [m2],Regularly Occupied Area [m2],Unconditioned Area [m2],Typical Hours/Week in Operation [hr/wk]
,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,111.52,111.52,0.00,168.00
,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,111.52,111.52,0.00,168.00
,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,111.52,111.52,0.00,168.00
,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,111.52,111.52,0.00,168.00
,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,111.52,111.52,0.00,168.00
,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,111.52,111.52,0.00,168.00
,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,111.52,111.52,0.00,168.00
,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,111.52,111.52,0.00,168.00
,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,111.52,111.52,0.00,168.00
,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,111.52,111.52,0.00,168.00
,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,111.52,111.52,0.00,168.00
,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,111.52,111.52,0.00,168.00
,LIVING_UNIT3_BACKROW_TOPFLOOR,111.52,111.52,0.00,168.00
,LIVING_UNIT3_FRONTROW_TOPFLOOR,111.52,111.52,0.00,168.00
,LIVING_UNIT1_FRONTROW_TOPFLOOR,111.52,111.52,0.00,168.00
,LIVING_UNIT2_BACKROW_TOPFLOOR,111.52,111.52,0.00,168.00
,LIVING_UNIT2_FRONTROW_TOPFLOOR,111.52,111.52,0.00,168.00
,LIVING_UNIT1_BACKROW_TOPFLOOR,111.52,111.52,0.00,168.00
,CRAWLSPACE,724.05,0.00,724.05,0.00
